node,heuristic_score
1639,0.503912
1640,0.0105634
1641,0.503912
1642,0.503912
1643,0.503912
1644,0.0238654
1645,0.503912
1646,0.503912
1647,0.503912
1648,0.503912
1649,0.503912
1650,0.503912
1651,0.503912
1652,0.503912
1653,0.503912
1654,0.503912
1655,0.503912
1656,0.503912
1657,0.503912
1658,0.503912
1659,0.503912
1660,0.503912
1661,0.503912
1662,0.503912
1663,0.503912
1664,0.503912
1665,0.503912
1666,0.503912
1667,0.503912
1668,0.503912
1669,0.503912
1670,0.503912
1671,0.503912
1672,0.503912
1673,0.503912
1674,0.503912
1675,0.503912
1676,0.503912
1677,0.503912
1678,0.503912
1679,0.503912
1680,0.503912
1681,0.503912
1682,0.0704225
1683,0.0238654
1684,0.503912
1685,0.503912
1686,0.503912
1687,0.0105634
1688,0.503912
1689,0.503912
1690,0.503912
1691,0.503912
1692,0.503912
1693,0.503912
1694,0.503912
1695,0.503912
1696,0.0138889
1697,0.503912
1698,0.503912
1699,0.503912
1700,0.503912
1701,0.503912
1702,0.503912
1703,0.503912
1704,0.503912
1705,0.503912
1706,0.0205399
1707,0.503912
1708,0.503912
1709,0.503912
1710,0.503912
1711,0.503912
1712,0.503912
1713,0.503912
1714,0.503912
1715,0.503912
1716,0.00723787
1717,0.503912
1718,0.503912
1719,0.0105634
1720,0.00723787
1721,0.503912
1722,0.0637715
1723,0.503912
1724,0.503912
1725,0.503912
1726,0.503912
1727,0.503912
1728,0.503912
1729,0.503912
1730,0.503912
1731,0.503912
1732,0.11698
1733,0.503912
1734,0.503912
1735,0.503912
1736,0.503912
1737,0.503912
1738,0.00723787
1739,0.503912
1740,0.503912
1741,0.503912
1742,0.503912
1743,0.503912
1744,0.503912
1745,0.503912
1746,0.503912
1747,0.503912
1748,0.503912
1749,0.503912
1750,0.503912
1751,0.503912
1752,0.503912
1753,0.503912
1754,0.503912
1755,0.0704225
1756,0.503912
1757,0.503912
1758,0.503912
1759,0.503912
1760,0.503912
1761,0.503912
1762,0.503912
1763,0.503912
1764,0.503912
1765,0.0637715
1766,0.503912
1767,0.503912
1768,0.0138889
1769,0.00723787
1770,0.503912
1771,0.503912
1772,0.503912
1773,0.503912
1774,0.503912
1775,0.503912
1776,0.00723787
1777,0.503912
1778,0.503912
1779,0.503912
1780,0.503912
1781,0.503912
1782,0.503912
1783,0.503912
1784,0.503912
1785,0.503912
1786,0.503912
1787,0.00723787
1788,0.503912
1789,0.503912
1790,0.0105634
1791,0.503912
1792,0.0138889
1793,0.503912
1794,0.503912
1795,0.503912
1796,0.503912
1797,0.503912
1798,0.503912
1799,0.503912
1800,0.503912
1801,0.040493
1802,0.503912
1803,0.503912
1804,0.00723787
1805,0.503912
1806,0.503912
1807,0.503912
1808,0.503912
1809,0.0105634
1810,0.0205399
1811,0.503912
1812,0.503912
1813,0.503912
1814,0.0138889
1815,0.503912
1816,0.503912
1817,0.503912
1818,0.503912
1819,0.503912
1820,0.503912
1821,0.503912
1822,0.503912
1823,0.503912
1824,0.503912
1825,0.503912
1826,0.503912
1827,0.503912
1828,0.503912
1829,0.503912
1830,0.503912
1831,0.503912
1832,0.503912
1833,0.0105634
1834,0.0105634
1835,0.503912
1836,0.503912
1837,0.503912
1838,0.00723787
1839,0.0105634
